baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id	external_gene_name	description	entrez_id
3168.84338487432	1.41758156410549	0.0342687358222931	41.3666139146953	0	0	ENSG00000212907	ND4L	NADH dehydrogenase subunit 4L	4539
25910.5585763598	-0.300962235067191	0.0116010358946238	-25.9427035482809	2.19789034165377e-148	3.96609312151423e-145	ENSG00000115414	FN1	fibronectin 1	2335
25443.9129010296	-0.294743012490723	0.0116564106751814	-25.2859152533364	4.56375694705973e-141	5.49019960731285e-138	ENSG00000156508	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915
8585.55653282575	0.509204726527429	0.0203944819416347	24.9677696145791	1.36946903056647e-137	1.2356034328286e-134	ENSG00000228253	ATP8	ATP synthase F0 subunit 8	4509
87545.5930498991	0.146187866519324	0.00615701173379895	23.7433145882807	1.2881399858667e-124	9.29779441798584e-122	ENSG00000198712	COX2	cytochrome c oxidase subunit II	4513
34690.7151674203	0.181996191099153	0.00969700902516868	18.7682810881974	1.37255105910925e-78	8.25589462054213e-76	ENSG00000210082	NA	NA	NA
17628.8360789898	-0.245975629936025	0.0142267753387539	-17.2896263614977	5.63161131441804e-67	2.90349789053353e-64	ENSG00000182718	ANXA2	annexin A2	302
11465.2206724166	-0.3039048734816	0.0183356955378273	-16.5744938802366	1.06556270588124e-61	4.80701975690676e-59	ENSG00000196205	NA	NA	NA
33970.1613982484	0.174305616599349	0.0107386490042201	16.2316150319141	3.01423109009222e-59	1.20870666712698e-56	ENSG00000198899	ATP6	ATP synthase F0 subunit 6	4508
4301.5551894183	-0.465535962752102	0.0297614957071675	-15.6422233389294	3.75389265450461e-55	1.35477985901071e-52	ENSG00000198242	RPL23A	ribosomal protein L23a	6147
7711.42187531883	-0.282577824681168	0.0223486403247149	-12.64407232724	1.20640023358453e-36	3.95808949364234e-34	ENSG00000196262	PPIA	peptidylprolyl isomerase A	5478
8195.65183284129	-0.270088770037365	0.0216291429696841	-12.4872617660315	8.76175620661758e-36	2.63509817914024e-33	ENSG00000198034	RPS4X	ribosomal protein S4 X-linked	6191
18303.9688381852	-0.177073269874135	0.01455691486222	-12.1642031673688	4.82126968603923e-34	1.33845863822427e-31	ENSG00000058085	LAMC2	laminin subunit gamma 2	3918
30835.0133400418	-0.126224220433933	0.0106034734375225	-11.9040445734756	1.12747240301e-32	2.90646278747364e-30	ENSG00000198727	CYTB	cytochrome b	4519
8859.32964070585	-0.242763401999285	0.0204312791222801	-11.8819482885217	1.46902937080418e-32	3.53448466615485e-30	ENSG00000053747	LAMA3	laminin subunit alpha 3	3909
25215.8249850071	-0.142798515560145	0.012383194807484	-11.5316376573388	9.13885435582611e-31	2.06138283563603e-28	ENSG00000196754	S100A2	S100 calcium binding protein A2	6273
5228.18770042771	-0.308335827991712	0.0269672046253177	-11.4337333911961	2.83645619996847e-30	6.02162966216835e-28	ENSG00000197956	S100A6	S100 calcium binding protein A6	6277
51732.2881991757	0.087393017097411	0.00840651572735844	10.3958667219281	2.58922130857155e-25	5.19138872368595e-23	ENSG00000198786	ND5	NADH dehydrogenase subunit 5	4540
2043.55228776649	-0.462230437944368	0.0449288167155516	-10.2880616881319	7.97658769257982e-25	1.51513184118529e-22	ENSG00000234851	RPL23AP42	ribosomal protein L23a pseudogene 42	647099
6225.31444811527	0.239631277278273	0.0247525552758043	9.68107230175599	3.62889616464534e-22	6.54834312910251e-20	ENSG00000198695	ND6	NADH dehydrogenase subunit 6	4541
5800.19081414955	-0.241690769681501	0.0253033511371327	-9.55172966504106	1.27548712553334e-21	2.19201573145229e-19	ENSG00000109971	HSPA8	heat shock protein family A (Hsp70) member 8	3312
5388.05922194728	-0.257143402948853	0.027038260238826	-9.51035313210001	1.90016391195356e-21	3.11713252647291e-19	ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1	3320
603.361974786739	0.751911181376779	0.0792720050890722	9.48520452500111	2.4190821924348e-21	3.79585549239009e-19	ENSG00000067167	TRAM1	translocation associated membrane protein 1	23471
601.901615966039	0.725738360697798	0.0769716538865315	9.42864449512351	4.15422601093901e-21	6.24691736394954e-19	ENSG00000115310	RTN4	reticulon 4	57142
661.795945286503	0.71293189254213	0.0764083771854907	9.33054618882168	1.05326720576077e-20	1.52049653823624e-18	ENSG00000167995	BEST1	bestrophin 1	7439
1993.60062113232	-0.397314717207309	0.0436552836310308	-9.1011828159305	8.93533341604763e-20	1.24029301148138e-17	ENSG00000143947	RPS27A	ribosomal protein S27a	6233
2322.92198778405	0.364912242648872	0.0401929691206002	9.07900686694587	1.09570025525786e-19	1.46458600786135e-17	ENSG00000106211	HSPB1	heat shock protein family B (small) member 1	3315
9688.07663989009	-0.180381340500009	0.0199379680652782	-9.04712756633121	1.46778512844603e-19	1.89187018877204e-17	ENSG00000133112	TPT1	tumor protein, translationally-controlled 1	7178
4045.23372454922	0.268592675383902	0.0297432407159005	9.03037695015912	1.71081455273476e-19	2.12907921407578e-17	ENSG00000251562	MALAT1	metastasis associated lung adenocarcinoma transcript 1	378938
3829.10781152283	-0.285951344452819	0.0318651872961362	-8.97378514663531	2.86495827452284e-19	3.44654480425098e-17	ENSG00000168028	RPSA	ribosomal protein SA	3921
2782.46682316	-0.337762827478368	0.0379243346851995	-8.90622947724869	5.27975822980043e-19	6.14666046817734e-17	ENSG00000123416	TUBA1B	tubulin alpha 1b	10376
5694.10458550582	-0.240986894995845	0.027338758288737	-8.81484420216431	1.19851610611773e-18	1.3517014459309e-16	ENSG00000233476	NA	NA	NA
187.176758206987	1.2080533077154	0.139179625685085	8.67981431742607	3.96415469883198e-18	4.33534372972261e-16	ENSG00000289740	TALAM1	TALAM1 transcript, MALAT1 antisense RNA	109136579
7280.5500836388	-0.196667929173765	0.0229476844356088	-8.57027338534377	1.03239654891078e-17	1.09585857206442e-15	ENSG00000134333	LDHA	lactate dehydrogenase A	3939
1979.49567707016	-0.380661477346582	0.0444651098774852	-8.56090265818344	1.11987229915882e-17	1.15474832218977e-15	ENSG00000072110	ACTN1	actinin alpha 1	87
5863.80850907809	-0.218117900289864	0.0257335334962158	-8.47601827871556	2.33032160312376e-17	2.33614740713157e-15	ENSG00000174444	RPL4	ribosomal protein L4	6124
4009.83433939123	-0.275728608269911	0.0326471853993177	-8.44570840938935	3.02207166476888e-17	2.94774503733808e-15	ENSG00000137154	RPS6	ribosomal protein S6	6194
2973.98236249399	-0.299660968291849	0.0360518491635893	-8.31194447009095	9.41464820504312e-17	8.94143825578964e-15	ENSG00000164111	ANXA5	annexin A5	308
2575.13522586695	-0.328640963808067	0.0396994051064983	-8.27823396664128	1.25015419579057e-16	1.15687345964312e-14	ENSG00000229117	RPL41	ribosomal protein L41	6171
2395.70091022136	-0.337857782262119	0.0411784946353089	-8.20471426297405	2.31139951569354e-16	2.08546021303449e-14	ENSG00000196230	TUBB	tubulin beta class I	203068
4626.5207780173	-0.232860407158666	0.0284555922975614	-8.18329152047284	2.76193910889303e-16	2.43118005951096e-14	ENSG00000142676	RPL11	ribosomal protein L11	6135
4279.2899907724	-0.241290250602376	0.029536531057471	-8.16921425650438	3.10404460930942e-16	2.61882855097372e-14	ENSG00000102144	PGK1	phosphoglycerate kinase 1	5230
408.073658979595	0.764668485451233	0.0936108732282258	8.16858618108337	3.12024460215766e-16	2.61882855097372e-14	ENSG00000273149	NA	NA	NA
2922.26837452208	0.287938137242351	0.035394849451069	8.13502929685876	4.11838742011629e-16	3.37801368163629e-14	ENSG00000171346	KRT15	keratin 15	3866
1426.4161489494	-0.419829462555579	0.051749515443227	-8.11272258222713	4.94979897032057e-16	3.96973877419709e-14	ENSG00000213585	VDAC1	voltage dependent anion channel 1	7416
4533.09768302013	0.227459093223565	0.0281629217197443	8.07654459601395	6.66278023753868e-16	5.22738562549502e-14	ENSG00000184292	TACSTD2	tumor associated calcium signal transducer 2	4070
946.444874024164	0.49699181203307	0.0618221790802476	8.03905361194007	9.05349661185629e-16	6.95192963238071e-14	ENSG00000167615	LENG8	leukocyte receptor cluster member 8	114823
51493.2885091215	-0.0655115900299123	0.00816582385595017	-8.0226552991559	1.03483441661735e-15	7.78066126994172e-14	ENSG00000198938	COX3	cytochrome c oxidase subunit III	4514
3907.29953176034	-0.248256473749189	0.0314921281053941	-7.88312790162526	3.19285953670746e-15	2.35163878938311e-13	ENSG00000145425	RPS3A	ribosomal protein S3A	6189
1225.33758618094	0.461871171151002	0.0586541024143103	7.87449048130545	3.42134251560338e-15	2.46952502776252e-13	ENSG00000197930	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	30001
6238.37851839194	-0.192178140917867	0.024444641947284	-7.86176951711166	3.78744459334769e-15	2.67307122690138e-13	ENSG00000189334	S100A14	S100 calcium binding protein A14	57402
8359.23371183018	-0.165642781433102	0.0210750306057444	-7.85966979274292	3.85147419780747e-15	2.67307122690138e-13	ENSG00000089157	RPLP0	ribosomal protein lateral stalk subunit P0	6175
996.044753185967	0.488520833639307	0.0627181035757473	7.78915186823688	6.74604830937348e-15	4.59367704689224e-13	ENSG00000117984	CTSD	cathepsin D	1509
6381.86811833549	-0.185797135436421	0.0239922409223563	-7.7440509220334	9.62984127120484e-15	6.43594391625524e-13	ENSG00000149273	RPS3	ribosomal protein S3	6188
4323.12911708623	-0.227168386226234	0.0293482218929186	-7.74044802629242	9.9067094091956e-15	6.50060259232489e-13	ENSG00000096384	HSP90AB1	heat shock protein 90 alpha family class B member 1	3326
5532.23134774007	-0.203177604629854	0.0268263985279882	-7.57379356822264	3.6248025291683e-14	2.33605577281578e-12	ENSG00000087086	FTL	ferritin light chain	2512
3751.2519305362	-0.2360861748466	0.0315379070833327	-7.48579080478578	7.11175985076157e-14	4.50286689498219e-12	ENSG00000147065	MSN	moesin	4478
2217.80338337683	-0.313892501270776	0.0421878572545087	-7.44035183814011	1.00417486294923e-13	6.24839151790307e-12	ENSG00000167553	TUBA1C	tubulin alpha 1c	84790
1693.71077226115	-0.348946559540137	0.0470312307888648	-7.41946476175899	1.17594581027399e-13	7.19320072759124e-12	ENSG00000177954	RPS27	ribosomal protein S27	6232
4170.51638356587	-0.227004735895838	0.0306866653865576	-7.39750419396427	1.38767853357231e-13	8.34688637943747e-12	ENSG00000092199	HNRNPC	heterogeneous nuclear ribonucleoprotein C	3183
17126.7875649865	-0.105843284871463	0.0143538910289786	-7.37383923688567	1.65783087803665e-13	9.80837973579387e-12	ENSG00000111640	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597
8385.42480318201	-0.154013424826604	0.0210310767879039	-7.32313549038943	2.42242993830796e-13	1.41008865279894e-11	ENSG00000096696	DSP	desmoplakin	1832
6404.47186092454	-0.176462856423684	0.0247461713447349	-7.13091548447671	9.97035289187649e-13	5.71158787091782e-11	ENSG00000074800	ENO1	enolase 1	2023
20259.3044275755	-0.0936578078747537	0.0132201315263942	-7.08448381831638	1.39563518013111e-12	7.87007400795806e-11	ENSG00000248527	MTATP6P1	MT-ATP6 pseudogene 1	106480796
1112.14467431982	0.3987652402192	0.0571120096608215	6.98216089028207	2.90673962794027e-12	1.61391127957484e-10	ENSG00000229807	XIST	X inactive specific transcript	7503
4102.43628549757	-0.211541561877671	0.0304543856511042	-6.94617728629179	3.75317070220342e-12	2.05230197943214e-10	ENSG00000138326	RPS24	ribosomal protein S24	6229
3191.33702730653	-0.234154522475447	0.0341914056139178	-6.84834443835012	7.4709513941122e-12	4.02427814647029e-10	ENSG00000197958	RPL12	ribosomal protein L12	6136
3115.55996310645	-0.246384015415671	0.0359970086347881	-6.84456916727135	7.67063693199472e-12	4.07107774817191e-10	ENSG00000089009	RPL6	ribosomal protein L6	6128
179.56853621445	0.95995374593748	0.140473289490441	6.8337101624064	8.2746124413812e-12	4.32798207260069e-10	ENSG00000150782	IL18	interleukin 18	3606
1189.6898674996	-0.386196370604012	0.0570161686007385	-6.77345356732739	1.25743944996787e-11	6.48299853562007e-10	ENSG00000237506	RPSAP15	ribosomal protein SA pseudogene 15	220885
328.253477843176	0.71329211746293	0.105402908849784	6.76729063027556	1.3121633152597e-11	6.66985549967926e-10	ENSG00000183726	TMEM50A	transmembrane protein 50A	23585
2937.40491387388	-0.242640547942973	0.0359639262079906	-6.74677582585693	1.51166554280915e-11	7.57722353333085e-10	ENSG00000197756	RPL37A	ribosomal protein L37a	6168
4775.05899696967	-0.196299956755072	0.0294697214104508	-6.6610726997052	2.71836125116123e-11	1.34391311718368e-09	ENSG00000065978	YBX1	Y-box binding protein 1	4904
4735.69772836159	0.184160508319806	0.0277923720913049	6.62629687436514	3.44212573262112e-11	1.67873402284184e-09	ENSG00000272398	CD24	CD24 molecule	100133941
16069.3268060793	0.0966142611145101	0.0146388240073336	6.59986492535942	4.11532559513311e-11	1.98029467637805e-09	ENSG00000167996	FTH1	ferritin heavy chain 1	2495
2098.63996653941	-0.279820026831662	0.0424340672009967	-6.59423065685038	4.27466689797563e-11	2.02990432036764e-09	ENSG00000145592	RPL37	ribosomal protein L37	6167
643.175653463238	0.501869068568367	0.0761310819260802	6.59217044958929	4.33442543165344e-11	2.03155082893991e-09	ENSG00000139289	PHLDA1	pleckstrin homology like domain family A member 1	22822
4687.40996207474	-0.182157792932459	0.028005886712506	-6.50426800630871	7.80725996866481e-11	3.61235913165529e-09	ENSG00000070756	PABPC1	poly(A) binding protein cytoplasmic 1	26986
3692.69835855618	-0.206872577826207	0.0318684458427965	-6.49145486562747	8.50113805703333e-11	3.88362117061181e-09	ENSG00000136068	FLNB	filamin B	2317
5461.39845727403	-0.174049361015846	0.0268972634624419	-6.47089475324806	9.7424278138831e-11	4.39505274753801e-09	ENSG00000166441	RPL27A	ribosomal protein L27a	6157
753.229725633641	0.455761897535997	0.0705108061017276	6.46371702060049	1.02161841527938e-10	4.55187760585592e-09	ENSG00000130702	LAMA5	laminin subunit alpha 5	3911
3511.52963560788	-0.210699362400344	0.0326573418926658	-6.45182216889683	1.10513215174065e-10	4.86392918979514e-09	ENSG00000135046	ANXA1	annexin A1	301
2585.93283977064	-0.249068580869394	0.0387763470379646	-6.4232089893754	1.33431101157098e-10	5.80184149489117e-09	ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178
4976.89020904838	-0.174006182724065	0.0272465527473672	-6.38635589380677	1.69885372956533e-10	7.29900370238248e-09	ENSG00000118181	RPS25	ribosomal protein S25	6230
2119.42432962273	-0.297429766294478	0.0467670649552684	-6.35981254284318	2.02000116002568e-10	8.57668727827375e-09	ENSG00000063046	EIF4B	eukaryotic translation initiation factor 4B	1975
951.903733947587	-0.406729465611167	0.0645175538016779	-6.30416749620456	2.89747023704556e-10	1.21592675412761e-08	ENSG00000213621	RPSAP54	ribosomal protein SA pseudogene 54	642641
3335.44474321068	-0.211187047386288	0.0335721936775383	-6.29053464348338	3.1637443249593e-10	1.31240842169863e-08	ENSG00000131236	CAP1	cyclase associated actin cytoskeleton regulatory protein 1	10487
5327.27962541298	-0.169191519764267	0.0269650579062015	-6.27447270288842	3.50821170548601e-10	1.43876545967034e-08	ENSG00000137801	THBS1	thrombospondin 1	7057
3638.93269303727	-0.20172722885476	0.0323402949155936	-6.23764345319846	4.4421169281347e-10	1.8013033700717e-08	ENSG00000115053	NCL	nucleolin	4691
1633.69949121413	-0.301426152247752	0.0483652647423493	-6.23228579133195	4.59677870012463e-10	1.84330825874998e-08	ENSG00000171863	RPS7	ribosomal protein S7	6201
1910.91113862156	-0.2727523799271	0.0452673215527227	-6.02537041228353	1.68722758048077e-09	6.6914333384122e-08	ENSG00000142937	RPS8	ribosomal protein S8	6202
413.032408548163	0.557975667529934	0.0934673136335317	5.96974114092606	2.37630304896522e-09	9.22158892872633e-08	ENSG00000269968	NA	NA	NA
2396.27307141268	-0.235889249231017	0.0395074062256518	-5.97076021350792	2.3615060795702e-09	9.22158892872633e-08	ENSG00000197102	DYNC1H1	dynein cytoplasmic 1 heavy chain 1	1778
1270.26604457239	-0.322121503664194	0.0544054209451919	-5.92076116805896	3.20454952763198e-09	1.23034247289615e-07	ENSG00000150753	CCT5	chaperonin containing TCP1 subunit 5	22948
2468.64041493781	-0.250172305546377	0.0427220698079097	-5.85580957737349	4.74691876898771e-09	1.78454477471632e-07	ENSG00000231500	RPS18	ribosomal protein S18	6222
1446.0362938497	0.296281557668323	0.0505913590372818	5.85636684418751	4.73102576176903e-09	1.78454477471632e-07	ENSG00000136810	TXN	thioredoxin	7295
2763.44349910066	-0.215063881668766	0.0368427301705224	-5.83734920494132	5.30378592827463e-09	1.97333643455084e-07	ENSG00000114867	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	1981
9330.68499133329	-0.115333667554523	0.0198099577941352	-5.82200470859497	5.81459108407807e-09	2.14131216555487e-07	ENSG00000150991	UBC	ubiquitin C	7316
958.525760594887	-0.375909231246755	0.0655704229163812	-5.73290844449995	9.87229298204505e-09	3.59889953254551e-07	ENSG00000186468	RPS23	ribosomal protein S23	6228
1959.40732226709	-0.264246656466104	0.0461342685581962	-5.7277738376359	1.01757099346762e-08	3.67241371542464e-07	ENSG00000112306	RPS12	ribosomal protein S12	6206
17364.574472443	0.0851225530029469	0.0149058000378938	5.71070004874256	1.12512395409989e-08	4.02036866370942e-07	ENSG00000237973	MTCO1P12	MT-CO1 pseudogene 12	107075141
2177.24746685764	-0.237562245996474	0.0416752542945094	-5.70031905066917	1.19583405844043e-08	4.23114227148186e-07	ENSG00000188846	RPL14	ribosomal protein L14	9045
8209.8242350554	-0.118906302544182	0.0208762844314501	-5.6957598434063	1.22823665751e-08	4.30359815238212e-07	ENSG00000163191	S100A11	S100 calcium binding protein A11	6282
704.508434020897	-0.425874466967847	0.076564256092144	-5.5623144363254	2.66220050996241e-08	9.23834773120608e-07	ENSG00000198618	NA	NA	NA
664.441786150804	-0.421566115476394	0.0759022386712634	-5.55406695317932	2.79098498807975e-08	9.59301411617125e-07	ENSG00000168653	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	4725
1156.3667042157	-0.321294394042366	0.0583026983003273	-5.51079801465316	3.57210452230033e-08	1.21620049254546e-06	ENSG00000167552	TUBA1A	tubulin alpha 1a	7846
314.640777280159	0.595580778360095	0.108221715457916	5.50333891714824	3.7266502870553e-08	1.25696083046566e-06	ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	23162
717.729605344643	0.397261624011567	0.073018329653413	5.44057397501694	5.31091807821834e-08	1.77473179113796e-06	ENSG00000175582	RAB6A	RAB6A, member RAS oncogene family	5870
1872.34609899759	0.257452508768153	0.0474488599595713	5.42589451016346	5.76650104598088e-08	1.9092937866922e-06	ENSG00000142910	TINAGL1	tubulointerstitial nephritis antigen like 1	64129
730.632828606421	0.388830132806812	0.0723571988252999	5.37375878446606	7.71120007215284e-08	2.52997464185451e-06	ENSG00000188157	AGRN	agrin	375790
3864.90717117659	-0.169919165415985	0.0318381316812158	-5.33697036991136	9.45124775574239e-08	3.07293271625895e-06	ENSG00000142534	RPS11	ribosomal protein S11	6205
1669.29201785901	-0.255979431902163	0.0480704941551556	-5.32508426220762	1.00906252079202e-07	3.25152378351642e-06	ENSG00000129235	TXNDC17	thioredoxin domain containing 17	84817
503.177518832128	0.445886132500027	0.0839437689130098	5.31172400612718	1.08592979999705e-07	3.46824836122953e-06	ENSG00000148400	NOTCH1	notch receptor 1	4851
1241.77148452924	0.289829119815281	0.0548001599669586	5.28883711270244	1.23096448647173e-07	3.89503822184654e-06	ENSG00000114270	COL7A1	collagen type VII alpha 1 chain	1294
804.894444024889	-0.367203564577155	0.0694497142135954	-5.28733010258048	1.24114545722458e-07	3.89503822184654e-06	ENSG00000188856	RPSAP47	ribosomal protein SA pseudogene 47	389672
1185.97465749463	-0.298520116290376	0.0565354569605993	-5.28022823797853	1.29023063330258e-07	4.01417444447328e-06	ENSG00000163468	CCT3	chaperonin containing TCP1 subunit 3	7203
1764.29592704009	-0.243584105813304	0.0462466240302787	-5.26706783296926	1.38619996450552e-07	4.27589373666703e-06	ENSG00000119335	SET	SET nuclear proto-oncogene	6418
1345.70303834037	-0.283710362767468	0.0540300164346151	-5.2509767993649	1.51294737400656e-07	4.62731107863531e-06	ENSG00000175166	PSMD2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2	5708
2379.86020102032	0.209126149045644	0.0398395772373469	5.24920602946566	1.52756155359855e-07	4.6327476024682e-06	ENSG00000137818	RPLP1	ribosomal protein lateral stalk subunit P1	6176
1080.97465241148	-0.323689366173775	0.061725249571358	-5.24403495201055	1.57102419013511e-07	4.72485525183134e-06	ENSG00000135624	CCT7	chaperonin containing TCP1 subunit 7	10574
1190.02148450582	-0.291259020296572	0.0564344962456621	-5.16101036906057	2.45620573580318e-07	7.32598884339974e-06	ENSG00000227063	NA	NA	NA
1557.06401554046	-0.259387466540032	0.0505667124566766	-5.12960906371487	2.90344515365728e-07	8.58896193405665e-06	ENSG00000114391	RPL24	ribosomal protein L24	6152
272.868383190744	0.603551492495575	0.117817584958374	5.1227623848241	3.01091682945286e-07	8.83447059958974e-06	ENSG00000205413	SAMD9	sterile alpha motif domain containing 9	54809
1339.0212294191	-0.273662506526053	0.0535580061531307	-5.10964701978653	3.22761249299607e-07	9.39391410259903e-06	ENSG00000127824	TUBA4A	tubulin alpha 4a	7277
1519.24750128803	-0.26073217302287	0.0513446336915387	-5.07808030317757	3.81267554269604e-07	1.1007956826872e-05	ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222
7256.34238871417	-0.114061012517601	0.0225821010950817	-5.05094774119328	4.39623343571184e-07	1.25920686265746e-05	ENSG00000164733	CTSB	cathepsin B	1508
2151.4690520769	-0.221427068067337	0.0438596214551372	-5.04854033667	4.45198480610759e-07	1.26513489490097e-05	ENSG00000147604	RPL7	ribosomal protein L7	6129
1049.18638475554	-0.323785698519327	0.0641711902353656	-5.04565518158154	4.51969884630118e-07	1.27434321377351e-05	ENSG00000096746	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	3189
2519.67389881441	-0.195721381691035	0.0389553189500646	-5.0242530921624	5.05395529335787e-07	1.41393214369989e-05	ENSG00000092841	MYL6	myosin light chain 6	4637
1792.44536369515	-0.233641993835884	0.0466258304414709	-5.0109990883524	5.41481712304256e-07	1.50323653823543e-05	ENSG00000008988	RPS20	ribosomal protein S20	6224
694.648332871839	0.367741985491237	0.0734685422187303	5.00543463073484	5.57361256225463e-07	1.53386050720315e-05	ENSG00000178038	ALS2CL	ALS2 C-terminal like	259173
2631.15682072553	-0.189612884592644	0.0378909256086285	-5.00417663456247	5.61012986840719e-07	1.53386050720315e-05	ENSG00000144713	RPL32	ribosomal protein L32	6161
945.911883250224	-0.322413519725377	0.0644751322190427	-5.00058718189262	5.71559754770108e-07	1.55094673305663e-05	ENSG00000185651	UBE2L3	ubiquitin conjugating enzyme E2 L3	7332
1160.68775357796	-0.285146825839609	0.0573512642809806	-4.97193617986504	6.6287528439349e-07	1.78531112042993e-05	ENSG00000279483	NA	NA	NA
3292.93887440998	-0.16738208709651	0.0340212660778107	-4.91992528184246	8.65772564071182e-07	2.31449865461696e-05	ENSG00000100316	RPL3	ribosomal protein L3	6122
11083.1443128049	-0.0889225660514852	0.0182218510133723	-4.87999632892555	1.06087815316672e-06	2.81522739321963e-05	ENSG00000124942	AHNAK	AHNAK nucleoprotein	79026
1690.65573961155	0.226190334811141	0.0466481607715634	4.84885858456024	1.2417390142929e-06	3.24741746563991e-05	ENSG00000169100	SLC25A6	solute carrier family 25 member 6	293
1690.65573961155	0.226190334811141	0.0466481607715634	4.84885858456024	1.2417390142929e-06	3.24741746563991e-05	ENSG00000292334	SLC25A6	solute carrier family 25 member 6	293
3870.12909394492	-0.1498975846443	0.0309369423272008	-4.84526179280828	1.26444837855873e-06	3.28301740879026e-05	ENSG00000120708	TGFBI	transforming growth factor beta induced	7045
2212.79003730165	-0.201356394659526	0.0418958015535351	-4.80612345851002	1.53884893686004e-06	3.96693272366276e-05	ENSG00000165119	HNRNPK	heterogeneous nuclear ribonucleoprotein K	3190
2079.9578662814	-0.204104821045201	0.0425151694935795	-4.8007528483692	1.58070255332336e-06	4.04015785226236e-05	ENSG00000071054	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448
1398.71656476594	-0.250909644550098	0.0522769456277319	-4.7996232667617	1.58964371022792e-06	4.04015785226236e-05	ENSG00000134419	RPS15A	ribosomal protein S15a	6210
3148.59470971552	-0.175737194188063	0.0367954103186412	-4.77606290203624	1.7876049674569e-06	4.51151491437199e-05	ENSG00000204628	RACK1	receptor for activated C kinase 1	10399
1757.63799592638	-0.226265354955516	0.047637071052353	-4.74977470186719	2.03643397539961e-06	5.10381265084527e-05	ENSG00000131469	RPL27	ribosomal protein L27	6155
5547.60153948734	-0.124265148493591	0.0261867244641995	-4.74534906660348	2.08147071947595e-06	5.17866303795425e-05	ENSG00000026508	CD44	CD44 molecule (Indian blood group)	960
542.700778845593	-0.395996569716343	0.083472474852447	-4.7440377252063	2.09499807021701e-06	5.17866303795425e-05	ENSG00000225067	NA	NA	NA
1140.12762042574	-0.279850747016805	0.0591746536281109	-4.72923337710694	2.25369205169947e-06	5.53304395549891e-05	ENSG00000110955	ATP5F1B	ATP synthase F1 subunit beta	506
1936.23464478267	-0.210114038204269	0.044443421737076	-4.72767464771925	2.27105699963729e-06	5.53800318357499e-05	ENSG00000163466	ARPC2	actin related protein 2/3 complex subunit 2	10109
2416.59832105143	-0.185019716682535	0.0392322147650274	-4.71601508583366	2.40508610258484e-06	5.82547365384476e-05	ENSG00000125691	RPL23	ribosomal protein L23	9349
2063.39379891057	-0.208029146713732	0.0441489985604806	-4.71197883296829	2.45322866681794e-06	5.90246817236397e-05	ENSG00000044115	CTNNA1	catenin alpha 1	1495
744.983589543982	-0.337787224217942	0.0718103994814676	-4.7038761329425	2.55268153566128e-06	6.10107792198778e-05	ENSG00000142657	PGD	phosphogluconate dehydrogenase	5226
3376.95375270219	-0.15524972744846	0.033152562068332	-4.68288776983417	2.82861401640523e-06	6.71609735868848e-05	ENSG00000110321	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	1982
579.928006433342	-0.375959562191247	0.0806253480910371	-4.66304420499044	3.1156579394761e-06	7.34928725723481e-05	ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	8243
13304.7181052018	-0.0766183441503674	0.0164413241862951	-4.66010786492695	3.16043719641208e-06	7.40650509211118e-05	ENSG00000067225	PKM	pyruvate kinase M1/2	5315
1043.69379747166	0.27633261052234	0.0597125755617744	4.62771213471551	3.69727440456673e-06	8.60868601682668e-05	ENSG00000141526	SLC16A3	solute carrier family 16 member 3	9123
256.99199712	0.537157839837899	0.116913600155025	4.59448549292502	4.33818305267743e-06	0.000100362196391749	ENSG00000197641	SERPINB13	serpin family B member 13	5275
819.091235901632	0.310146796552943	0.0678642614842608	4.57010493844205	4.87480056098843e-06	0.000111349083700046	ENSG00000177106	EPS8L2	EPS8 like 2	64787
954.23133321387	0.281303261942169	0.0615423075171169	4.57089233880172	4.85651754807562e-06	0.000111349083700046	ENSG00000196576	PLXNB2	plexin B2	23654
983.085893595386	0.304868937413295	0.0667560518669511	4.56691084758754	4.94964396340485e-06	0.000112347579018416	ENSG00000230937	MIR205HG	MIR205 host gene	642587
655.533603426104	0.335000092793835	0.0743065562780001	4.50835174678951	6.53331970207599e-06	0.000147367192529952	ENSG00000063660	GPC1	glypican 1	2817
1034.8606665145	-0.274195656403625	0.0610135783786332	-4.49401041030643	6.98942091197278e-06	0.000156675901064036	ENSG00000100380	ST13	ST13 Hsp70 interacting protein	6767
343.163460175166	0.45944395060942	0.102657626336215	4.47549750570593	7.62335889340143e-06	0.000169831495347443	ENSG00000136156	ITM2B	integral membrane protein 2B	9445
