baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id	external_gene_name	description	entrez_id
3168.84338487432	1.41758156410549	0.0342687358222931	41.3666139146953	0	0	ENSG00000212907	ND4L	NADH dehydrogenase subunit 4L	4539
187.176758206987	1.2080533077154	0.139179625685085	8.67981431742607	3.96415469883198e-18	4.33534372972261e-16	ENSG00000289740	TALAM1	TALAM1 transcript, MALAT1 antisense RNA	109136579
179.56853621445	0.95995374593748	0.140473289490441	6.8337101624064	8.2746124413812e-12	4.32798207260069e-10	ENSG00000150782	IL18	interleukin 18	3606
408.073658979595	0.764668485451233	0.0936108732282258	8.16858618108337	3.12024460215766e-16	2.61882855097372e-14	ENSG00000273149	NA	NA	NA
603.361974786739	0.751911181376779	0.0792720050890722	9.48520452500111	2.4190821924348e-21	3.79585549239009e-19	ENSG00000067167	TRAM1	translocation associated membrane protein 1	23471
601.901615966039	0.725738360697798	0.0769716538865315	9.42864449512351	4.15422601093901e-21	6.24691736394954e-19	ENSG00000115310	RTN4	reticulon 4	57142
328.253477843176	0.71329211746293	0.105402908849784	6.76729063027556	1.3121633152597e-11	6.66985549967926e-10	ENSG00000183726	TMEM50A	transmembrane protein 50A	23585
661.795945286503	0.71293189254213	0.0764083771854907	9.33054618882168	1.05326720576077e-20	1.52049653823624e-18	ENSG00000167995	BEST1	bestrophin 1	7439
196.496344372077	-0.607314581877984	0.142115126938246	-4.27339858157311	1.92515870396897e-05	0.000383861754841106	ENSG00000241837	ATP5PO	ATP synthase peripheral stalk subunit OSCP	539
173.730417601902	0.604316265707161	0.152144156463746	3.97199787197322	7.12723567433334e-05	0.00119084229391986	ENSG00000178363	CALML3	calmodulin like 3	810
272.868383190744	0.603551492495575	0.117817584958374	5.1227623848241	3.01091682945286e-07	8.83447059958974e-06	ENSG00000205413	SAMD9	sterile alpha motif domain containing 9	54809
314.640777280159	0.595580778360095	0.108221715457916	5.50333891714824	3.7266502870553e-08	1.25696083046566e-06	ENSG00000138834	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	23162
172.011175781602	0.585105374408211	0.142744680834283	4.09896446570558	4.15002738063768e-05	0.000752635618930722	ENSG00000033178	UBA6	ubiquitin like modifier activating enzyme 6	55236
413.032408548163	0.557975667529934	0.0934673136335317	5.96974114092606	2.37630304896522e-09	9.22158892872633e-08	ENSG00000269968	NA	NA	NA
172.651360555736	0.555374336408125	0.142665893492414	3.89283186620672	9.90808233316818e-05	0.0016201477586905	ENSG00000139324	TMTC3	transmembrane O-mannosyltransferase targeting cadherins 3	160418
171.876075556195	0.547695630897581	0.147833891417944	3.70480426135289	0.000211554033573617	0.00306625906492845	ENSG00000187244	BCAM	basal cell adhesion molecule (Lutheran blood group)	4059
256.99199712	0.537157839837899	0.116913600155025	4.59448549292502	4.33818305267743e-06	0.000100362196391749	ENSG00000197641	SERPINB13	serpin family B member 13	5275
426.444508472632	0.534483669980888	0.142881312068766	3.74075281254174	0.00018346989492538	0.0027137002081381	ENSG00000082898	XPO1	exportin 1	7514
369.289959049077	0.530408190464793	0.153895575617442	3.44654606434753	0.000567801755979619	0.0068764984474176	ENSG00000261150	EPPK1	epiplakin 1	83481
196.501581543489	0.520781409799511	0.132676490221643	3.92519736487993	8.665865708599e-05	0.00142808718458145	ENSG00000134108	ARL8B	ADP ribosylation factor like GTPase 8B	55207
8585.55653282575	0.509204726527429	0.0203944819416347	24.9677696145791	1.36946903056647e-137	1.2356034328286e-134	ENSG00000228253	ATP8	ATP synthase F0 subunit 8	4509
205.669245201069	-0.505573308019441	0.137055499011223	-3.68882176685256	0.000225294971307303	0.00323940060337872	ENSG00000131171	SH3BGRL	SH3 domain binding glutamate rich protein like	6451
